検索年,@id,STATISTICS_NAME,TITLE,CYCLE,SURVEY_DATE,OPEN_DATE,SMALL_AREA,COLLECT_AREA,OVERALL_TOTAL_NUMBER,UPDATED_DATE,DESCRIPTION,STAT_NAME.@code,STAT_NAME.$,GOV_ORG.@code,GOV_ORG.$,MAIN_CATEGORY.@code,MAIN_CATEGORY.$,SUB_CATEGORY.@code,SUB_CATEGORY.$,STATISTICS_NAME_SPEC.TABULATION_CATEGORY,TITLE_SPEC.TABLE_NAME,TITLE_SPEC.TABLE_EXPLANATION,TITLE.@no,TITLE.$,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3,TITLE_SPEC.TABLE_CATEGORY,DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION1,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4,TITLE_SPEC.TABLE_SUB_CATEGORY1,TITLE_SPEC.TABLE_SUB_CATEGORY2,TITLE_SPEC.TABLE_SUB_CATEGORY3,DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION2
2024,0004056129,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,771120,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，有業人員(7区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-2,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，有業人員(7区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056123,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1211760,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の従業上の地位(11区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-3,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の従業上の地位(11区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056124,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,660960,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の学歴(6区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-4,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の学歴(6区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056130,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1542240,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の就業時間(14区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-5,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯主の就業時間(14区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056125,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1872720,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯類型(17区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-6,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，世帯類型(17区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056126,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,550800,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，主な年間収入の種類(5区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-7,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，主な年間収入の種類(5区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056131,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,330480,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，現住居の所有関係(3区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-141-1-8,世帯員数 男女(3区分)，年齢階級(10区分)，住宅ローン残高の有無(3区分)，現住居の所有関係(3区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056127,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,616896,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯人員(8区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-1,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯人員(8区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056128,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,539784,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，有業人員(7区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-2,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，有業人員(7区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056132,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,848232,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の従業上の地位(11区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-3,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の従業上の地位(11区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056149,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,462672,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の学歴(6区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-4,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の学歴(6区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056150,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1079568,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の就業時間(14区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-5,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯主の就業時間(14区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056133,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1310904,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯類型(17区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-6,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，世帯類型(17区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056151,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,385560,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，主な年間収入の種類(5区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-7,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，主な年間収入の種類(5区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056152,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,231336,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，現住居の所有関係(3区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-142-1-8,世帯員数 男女(3区分)，世帯主の年齢階級(7区分)，住宅ローン残高の有無(3区分)，現住居の所有関係(3区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056134,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,該当なし,2460240,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,全国・都市階級・地方・４大都市圏・都道府県，男女(3区分)，年齢階級(10区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国・都市階級・地方・４大都市圏・都道府県,,7-143-1,世帯員数 全国・都市階級・地方・４大都市圏・都道府県，男女(3区分)，年齢階級(10区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国・都市階級・地方・４大都市圏・都道府県,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056153,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,73440,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-144-1,世帯員数 男女(3区分)，年齢階級(20区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056154,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,59976,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,世帯類型(49区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,,7-145-1,世帯員数 世帯類型(49区分)，等価可処分所得階級(22区分)・等価可処分所得十分位階級(12区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)別世帯員数（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,世帯員数,,,,,,
2024,0004056135,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,13,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,等価可処分所得十分位階級の境界値（等価可処分所得はOECD新基準による）－全国,,7-146-1,境界値 等価可処分所得十分位階級の境界値（等価可処分所得はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,境界値,,,,,,
2024,0004056155,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,13,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,等価資産額十分位階級の境界値－全国,,7-147,境界値 等価資産額十分位階級の境界値－全国,全国,年間収入・資産分布等に関する結果[分布指標],,境界値,,,,,,
2024,0004056156,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,8640,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯主の学歴(6区分)別所得面からみた貧困に関する指標（等価可処分所得及び貧困線はOECD新基準による）－全国,,7-15,所得面からみた貧困に関する指標 男女(3区分)，年齢階級(20区分)，世帯主の学歴(6区分)別所得面からみた貧困に関する指標（等価可処分所得及び貧困線はOECD新基準による）－全国,全国,年間収入・資産分布等に関する結果[分布指標],,所得面からみた貧困に関する指標,,,,,,
2024,0004056136,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,743040,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯人員(8区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-1,等価年間収入額 男女(3区分)，年齢階級(20区分)，世帯人員(8区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056157,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,650160,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，有業人員(7区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-2,等価年間収入額 男女(3区分)，年齢階級(20区分)，有業人員(7区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056158,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1021680,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯主の従業上の地位(11区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-3,等価年間収入額 男女(3区分)，年齢階級(20区分)，世帯主の従業上の地位(11区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056137,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,557280,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯主の学歴(6区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-4,等価年間収入額 男女(3区分)，年齢階級(20区分)，世帯主の学歴(6区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056159,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1300320,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯主の就業時間(14区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-5,等価年間収入額 男女(3区分)，年齢階級(20区分)，世帯主の就業時間(14区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056160,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,1578960,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，世帯類型(17区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-6,等価年間収入額 男女(3区分)，年齢階級(20区分)，世帯類型(17区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056138,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,464400,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，主な年間収入の種類(5区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-7,等価年間収入額 男女(3区分)，年齢階級(20区分)，主な年間収入の種類(5区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056161,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,278640,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，現住居の所有関係(3区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-8,等価年間収入額 男女(3区分)，年齢階級(20区分)，現住居の所有関係(3区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056162,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,278640,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,男女(3区分)，年齢階級(20区分)，住宅ローン残高の有無(3区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-151-9,等価年間収入額 男女(3区分)，年齢階級(20区分)，住宅ローン残高の有無(3区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056139,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,86688,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,世帯主の年齢階級(7区分)，世帯人員(8区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-152-1,等価年間収入額 世帯主の年齢階級(7区分)，世帯人員(8区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
2024,0004056163,令和６年全国家計構造調査 全国 年間収入・資産分布等に関する結果[分布指標],,-,202401-202412,2026-08-28,0,全国,75852,2026-08-28,,00200564,全国家計構造調査（旧全国消費実態調査）,00200,総務省,07,企業・家計・経済,04,家計,令和６年全国家計構造調査,世帯主の年齢階級(7区分)，有業人員(7区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,,7-152-2,等価年間収入額 世帯主の年齢階級(7区分)，有業人員(7区分)，等価資産額階級(24区分)・等価資産額十分位階級(12区分)，等価所得構成(44区分)別等価年間収入額－全国,全国,年間収入・資産分布等に関する結果[分布指標],,等価年間収入額,,,,,,
