statsDataId,表章事項,男女,全国、都道府県、市区町村,時間軸（年次）,単位,値
0004050397,2025_01,0,10383,2025000000,人,1273
0004050397,2025_01,0,10384,2025000000,人,11798
0004050397,2025_01,0,10421,2025000000,人,13889
0004050397,2025_01,0,10424,2025000000,人,4844
0004050397,2025_01,0,10425,2025000000,人,8188
0004050397,2025_01,0,10426,2025000000,人,5748
0004050397,2025_01,0,10428,2025000000,人,3097
0004050397,2025_01,0,10429,2025000000,人,11256
0004050397,2025_01,0,10443,2025000000,人,3554
0004050397,2025_01,0,10444,2025000000,人,3137
0004050397,2025_01,0,10448,2025000000,人,6687
0004050397,2025_01,0,10449,2025000000,人,15747
0004050397,2025_01,0,10464,2025000000,人,34836
0004050397,2025_01,0,10521,2025000000,人,12677
0004050397,2025_01,0,10522,2025000000,人,10310
0004050397,2025_01,0,10523,2025000000,人,10336
0004050397,2025_01,0,10524,2025000000,人,41430
0004050397,2025_01,0,10525,2025000000,人,24268
0004050397,2025_01,0,11000,2025000000,人,7287169
0004050397,2025_01,0,11100,2025000000,人,1345016
0004050397,2025_01,0,11101,2025000000,人,94098
0004050397,2025_01,0,11102,2025000000,人,147468
0004050397,2025_01,0,11103,2025000000,人,125310
0004050397,2025_01,0,11104,2025000000,人,166998
0004050397,2025_01,0,11105,2025000000,人,103816
0004050397,2025_01,0,11106,2025000000,人,98914
0004050397,2025_01,0,11107,2025000000,人,169458
0004050397,2025_01,0,11108,2025000000,人,196111
